ID,Domain,Education,Skills and Achievements,Experience,Job_type,Annotator-1,Annotator-2,Resume_Text,Weight_Annotator1,Weight_Annotator2,Dynamic_GT
29552167,Banking,"B.A., Corporate Fitness—Minot State (2005), Minor: Business Management. A.A., Business Administration—Frank Phillips College (1999).","Branch leadership, sales coaching, customer experience, risk management, team development. Consistent quarterly goal achiever; promoted associates; selected to market leadership team.","Banking Center Manager (Aug 2012–Current)—lead sales/service team, ops excellence, risk, partnerships, staff coaching. Personal Banker (Jan 2010–Aug 2012)—sell retail/small business products, deepen relationships. Sales & Service Specialist (Aug 2007–Feb 2010)—resolve escalations, service/sales support.",Senior-level,0.8,0.87,"B.A., Corporate Fitness—Minot State (2005), Minor: Business Management. A.A., Business Administration—Frank Phillips College (1999). Branch leadership, sales coaching, customer experience, risk management, team development. Consistent quarterly goal achiever; promoted associates; selected to market leadership team. Banking Center Manager (Aug 2012–Current)—lead sales/service team, ops excellence, risk, partnerships, staff coaching. Personal Banker (Jan 2010–Aug 2012)—sell retail/small business products, deepen relationships. Sales & Service Specialist (Aug 2007–Feb 2010)—resolve escalations, service/sales support. Banking Senior-level",0.40625001171874864,0.5937499882812514,0.8415624991796876
69243180,Banking,"B.A. English Literature, Univ. of Massachusetts (2004). HS Diploma (1998).","Team building, prospecting, underwriting guidelines, fixed income/insurance, Excel/Office. NMLS 528972; multi-state MLO licenses. President’s Club; $6.3k rev/loan; 10 fundings/mo.","Sr. Mortgage Banking Exec (2013–Now): grew brokerage to 3 offices incl. Las Vegas; led Fraiman Group; promoted in 6 months. Sr. MB & FA (2011–13): $25M loans; led 10; +50% YOY, +30% team. Sr. Inv. Advisor (2007–11): $3M raised; $20M AUM. FA (2007–08).",Senior-level,0.56,0.75,"B.A. English Literature, Univ. of Massachusetts (2004). HS Diploma (1998). Team building, prospecting, underwriting guidelines, fixed income/insurance, Excel/Office. NMLS 528972; multi-state MLO licenses. President’s Club; $6.3k rev/loan; 10 fundings/mo. Sr. Mortgage Banking Exec (2013–Now): grew brokerage to 3 offices incl. Las Vegas; led Fraiman Group; promoted in 6 months. Sr. MB & FA (2011–13): $25M loans; led 10; +50% YOY, +30% team. Sr. Inv. Advisor (2007–11): $3M raised; $20M AUM. FA (2007–08). Banking Senior-level",0.36363638842974727,0.6363636115702528,0.680909086198348
26987539,Banking,"B.L.A., Sociology & Dance — Washington State University. Business & Personal Banker Academy; S.A.F.E. Registered Financial Banker.",Public speaking; MS/Google Suite; KPI-based training; strategic sales facilitation; account management. Trained 600+ employees annually; directed 100+ events; exceeded 794% of goals ($1.2M sales in 35 days).,"Business Banking Specialist (Jun 2014–Present)—sales training, account growth, cross-functional leadership. Personal Banker (Jul 2013–Jun 2014)—relationship management, loan origination. Office & Marketing Manager (Jun 2013–Present)—training programs, event direction, social media. Prior roles in community management, PR, and operations.",Mid-level,0.48,0.7999999999999999,"B.L.A., Sociology & Dance — Washington State University. Business & Personal Banker Academy; S.A.F.E. Registered Financial Banker. Public speaking; MS/Google Suite; KPI-based training; strategic sales facilitation; account management. Trained 600+ employees annually; directed 100+ events; exceeded 794% of goals ($1.2M sales in 35 days). Business Banking Specialist (Jun 2014–Present)—sales training, account growth, cross-functional leadership. Personal Banker (Jul 2013–Jun 2014)—relationship management, loan origination. Office & Marketing Manager (Jun 2013–Present)—training programs, event direction, social media. Prior roles in community management, PR, and operations. Banking Mid-level",0.5483870905306979,0.4516129094693021,0.6245161310301767
17276884,Banking,B.S. Management – San Francisco State University; B.B.A. Accounting – Cal State Hayward.,"Operations & risk mgmt, compliance documentation, client relations, business analysis, MS Office, Oracle, Peachtree, Solomon. Managed 25 staff; produced executive-level mortgage reports; handled 300+ escalated cases weekly; improved accuracy and customer satisfaction.","Mortgage Banking Executive Analyst (2009–Present): escalation resolution, CFPB/OCC reporting, loss mitigation, legal coordination, metrics reporting. Business Manager–Analyst (2003–15): billing, collections, client installations, process testing, team supervision. Deposit Recovery Collector (2006–09): payment negotiations, risk control. Sr. Tax Preparer Manager (2003–07): tax staff mgmt, training, quality control, +10% satisfaction.",Senior-level,0.85,0.98,"B.S. Management – San Francisco State University; B.B.A. Accounting – Cal State Hayward. Operations & risk mgmt, compliance documentation, client relations, business analysis, MS Office, Oracle, Peachtree, Solomon. Managed 25 staff; produced executive-level mortgage reports; handled 300+ escalated cases weekly; improved accuracy and customer satisfaction. Mortgage Banking Executive Analyst (2009–Present): escalation resolution, CFPB/OCC reporting, loss mitigation, legal coordination, metrics reporting. Business Manager–Analyst (2003–15): billing, collections, client installations, process testing, team supervision. Deposit Recovery Collector (2006–09): payment negotiations, risk control. Sr. Tax Preparer Manager (2003–07): tax staff mgmt, training, quality control, +10% satisfaction. Banking Senior-level",0.3181818512396634,0.6818181487603365,0.9386363593388436
22615491,Banking,"B.A. Economics with a minor in Finance – Central Connecticut State University (2017), GPA 3.26.","Cash handling, Microsoft Word/Excel/PowerPoint/SPSS, customer service, problem-solving, and organization. CPR & Western Union certified. Strong communication and teamwork from athletic involvement (volleyball, track & field).","Banking Boot Camp Participant (2017): exposure to core banking processes and customer relations. Sandwich Artist/Cashier (2017–Present): payment processing and service resolution. Front-End Supervisor (2014–17): staff supervision and customer assistance. Student Worker (2014–16): admin tasks, student advising, and event organization.",Entry-level,0.77,0.88,"B.A. Economics with a minor in Finance – Central Connecticut State University (2017), GPA 3.26. Cash handling, Microsoft Word/Excel/PowerPoint/SPSS, customer service, problem-solving, and organization. CPR & Western Union certified. Strong communication and teamwork from athletic involvement (volleyball, track & field). Banking Boot Camp Participant (2017): exposure to core banking processes and customer relations. Sandwich Artist/Cashier (2017–Present): payment processing and service resolution. Front-End Supervisor (2014–17): staff supervision and customer assistance. Student Worker (2014–16): admin tasks, student advising, and event organization. Banking Entry-level",0.437500007812499,0.562499992187501,0.8318749991406251
45167858,Banking,"A.S., Inter/Social Behavioral Sciences – Los Angeles Southwest College (2016). Certificate: Fingerprinting.",100% teller balancing; managed vaults avg. $900K; call center support; account opening; cash handling; MS Word/Excel; phones/fax/filing; ~50 WPM; conflict resolution; client rapport,"Banking Relationship Specialist (2005–2011): client onboarding, transactions, reports, escalations. Merchant Teller (2004–2005): large deposits, courier ops, daily balancing. Teller (2004): cashing, payments, cashier’s checks.",Mid-level,0.48,0.77,"A.S., Inter/Social Behavioral Sciences – Los Angeles Southwest College (2016). Certificate: Fingerprinting. 100% teller balancing; managed vaults avg. $900K; call center support; account opening; cash handling; MS Word/Excel; phones/fax/filing; ~50 WPM; conflict resolution; client rapport Banking Relationship Specialist (2005–2011): client onboarding, transactions, reports, escalations. Merchant Teller (2004–2005): large deposits, courier ops, daily balancing. Teller (2004): cashing, payments, cashier’s checks. Banking Mid-level",0.3793103614744329,0.620689638525567,0.6599999951724144
13982572,Banking,"BBA, Banking – Strayer University (2015). High School Diploma – Holly Hill Roberts HS (1999).","Teller/vault ops, cash controls, risk mgmt, audits, staffing/scheduling, recruiting, performance reviews, sales referrals, customer service, HR/Payroll, process improvement, MS Office, OnQ.","Branch Banking Coordinator (04/2013–Current): run teller ops, vault, risk, HR, and BOM compliance; drive sales referrals. Service Manager II (07/2007–02/2012): vault/risk, coach tellers, hire/terminate, audits. Guest Service Agent/Manager-Auditor (2004–2015): front desk, cash, records, nightly audits.",Senior-level,0.76,0.83,"BBA, Banking – Strayer University (2015). High School Diploma – Holly Hill Roberts HS (1999). Teller/vault ops, cash controls, risk mgmt, audits, staffing/scheduling, recruiting, performance reviews, sales referrals, customer service, HR/Payroll, process improvement, MS Office, OnQ. Branch Banking Coordinator (04/2013–Current): run teller ops, vault, risk, HR, and BOM compliance; drive sales referrals. Service Manager II (07/2007–02/2012): vault/risk, coach tellers, hire/terminate, audits. Guest Service Agent/Manager-Auditor (2004–2015): front desk, cash, records, nightly audits. Banking Senior-level",0.38297873336351185,0.6170212666364883,0.8031914886645541
3547447,Banking,A.S. Business Administration – Auburn University at Montgomery.,"Default servicing, underwriting, QA, risk assessment, documentation review, income analysis, and loan operations. <3% foreclosure error rate; <5% booking errors; 10+ years loan ops; 7 years mortgage processing; advanced in LPS, MSP, SharePoint, Excel, PowerPoint, Outlook, and FHA systems.","Mortgage Banking Foreclosure Specialist (2014–Present): foreclosure ops, SCRA review, client milestone tracking. Consumer Underwriter II (2011–13): loss mitigation underwriting, FHA restructuring, income verification, peer reviews. Loan Document Specialist II (2008–10): loan booking/review, QC, FHA/VA compliance. Loan Processor (2003–08): verified borrower docs, cleared title exceptions, processed 30+ files daily.",Senior-level,0.8,0.83,"A.S. Business Administration – Auburn University at Montgomery. Default servicing, underwriting, QA, risk assessment, documentation review, income analysis, and loan operations. <3% foreclosure error rate; <5% booking errors; 10+ years loan ops; 7 years mortgage processing; advanced in LPS, MSP, SharePoint, Excel, PowerPoint, Outlook, and FHA systems. Mortgage Banking Foreclosure Specialist (2014–Present): foreclosure ops, SCRA review, client milestone tracking. Consumer Underwriter II (2011–13): loss mitigation underwriting, FHA restructuring, income verification, peer reviews. Loan Document Specialist II (2008–10): loan booking/review, QC, FHA/VA compliance. Loan Processor (2003–08): verified borrower docs, cleared title exceptions, processed 30+ files daily. Banking Senior-level",0.34883722336397927,0.6511627766360208,0.8195348832990808
98965485,Banking,"MBA, Technology – The College of Santa Fe/Western States School of Banking (UNM); B.S.B.A. Business Administration & Management – Northern Arizona University; Graduate, Leadership New Mexico (2016).","Strategic planning, retail banking ops, deposit & loan growth, financial reporting, staff development, budgeting, marketing strategy, IT project leadership, community engagement, Adobe & Microsoft Office suite. Directed multi-state branches, managed multimillion-dollar budgets, chaired executive committees, and earned multiple “Best Bank” and business excellence awards.","Retail Banking Director (2007–17): led NM & CO branches, private banking, and deposit strategy; oversaw risk, HR, facilities, and financial reporting to board. Marketing & Communications Director (1993–2006): managed advertising, call center, product launches, brand strategy, and corporate image. Operations Manager (1986–93): project management, policy compliance, audits, teller ops manuals, and ATM profitability tracking.",Senior-level,0.96,0.9,"MBA, Technology – The College of Santa Fe/Western States School of Banking (UNM); B.S.B.A. Business Administration & Management – Northern Arizona University; Graduate, Leadership New Mexico (2016). Strategic planning, retail banking ops, deposit & loan growth, financial reporting, staff development, budgeting, marketing strategy, IT project leadership, community engagement, Adobe & Microsoft Office suite. Directed multi-state branches, managed multimillion-dollar budgets, chaired executive committees, and earned multiple “Best Bank” and business excellence awards. Retail Banking Director (2007–17): led NM & CO branches, private banking, and deposit strategy; oversaw risk, HR, facilities, and financial reporting to board. Marketing & Communications Director (1993–2006): managed advertising, call center, product launches, brand strategy, and corporate image. Operations Manager (1986–93): project management, policy compliance, audits, teller ops manuals, and ATM profitability tracking. Banking Senior-level",0.5217391266540651,0.47826087334593503,0.931304347599244
38897568,Banking,"MBA, Human Resource Management – University of Phoenix; BBA, Computer Information Systems – Northeast Louisiana University; AAS, Process Technology – Louisiana Delta Community College.","SAP, Lotus Notes, MS Access/Excel/Word/PowerPoint, reporting, automation testing, data tracking, staff scheduling, forecasting, and training. Strong analytical, organizational, and communication skills. Experienced in quality inspection, database management, and process improvement.","Mortgage Banking Doc Ops Specialist (2009–Present): monitor lien release/payoff docs, update procedures, create productivity reports, test systems, and train staff. Workforce Management Analyst (2007–08): forecast volume, manage CSR schedules, analyze reports, and maintain staffing goals. Office Manager (2006–09): trained staff, prepared taxes, coordinated lender payments. Containment Quality Inspector (1999–07): inspected products, ensured quality compliance, and trained peers.",Senior-level,0.51,0.9499999999999998,"MBA, Human Resource Management – University of Phoenix; BBA, Computer Information Systems – Northeast Louisiana University; AAS, Process Technology – Louisiana Delta Community College. SAP, Lotus Notes, MS Access/Excel/Word/PowerPoint, reporting, automation testing, data tracking, staff scheduling, forecasting, and training. Strong analytical, organizational, and communication skills. Experienced in quality inspection, database management, and process improvement. Mortgage Banking Doc Ops Specialist (2009–Present): monitor lien release/payoff docs, update procedures, create productivity reports, test systems, and train staff. Workforce Management Analyst (2007–08): forecast volume, manage CSR schedules, analyze reports, and maintain staffing goals. Office Manager (2006–09): trained staff, prepared taxes, coordinated lender payments. Containment Quality Inspector (1999–07): inspected products, ensured quality compliance, and trained peers. Banking Senior-level",0.42857144897958516,0.5714285510204149,0.7614285624489825
